lang	spkr	gender	F1 avg	F2 avg
dutch	00162	male	558.2166570853904	1550.9840883525324
dutch	00164	male	491.4431051353014	1377.7083033671586
dutch	00165	male	468.92994692028986	1564.9828211956521
dutch	00166	male	445.71318581293156	1548.3503271814186
dutch	00170	male	524.9044821515893	1582.9143295843521
dutch	00176	male	497.66171055155877	1537.814701678657
dutch	00179	male	526.6318106863861	1355.2498053924915
dutch	00180	male	430.6416706896552	1413.2652614942529
dutch	00182	male	492.40310648429585	1383.2562914893617
dutch	00184	male	539.2765181818181	1446.426391919192
dutch	00185	male	509.72344733581167	1454.7418745972739
dutch	00186	male	496.4691918367347	1671.030038095238
dutch	00188	male	454.64215405405406	1607.223071996997
dutch	00192	male	519.4231591581951	1491.4360683074729
dutch	00193	male	536.587846557971	1476.9065846014494
dutch	00194	male	499.6792478835979	1561.6581008140008
dutch	00197	male	433.63876666666664	1621.7314354166667
dutch	00199	male	523.2633533333334	1421.557124888889
dutch	00200	male	490.0524129533679	1355.209356822107
dutch	00202	female	577.2207688034188	1727.6752294871794
dutch	00203	male	461.7439917514124	1440.2548475706215
dutch	00204	male	473.10833875432525	1589.3169929642445
dutch	00207	male	401.0221186419753	1453.7813434567902
dutch	00210	male	528.7060053333333	1562.7574953333333
dutch	00211	male	556.1050492063492	1582.0912793650793
dutch	00215	male	483.1052308095238	1487.0536632619048
dutch	00217	male	529.7040210656753	1478.0950570012392
dutch	00218	male	483.51369912653973	1552.3667042254572
dutch	00219	male	489.56042918069585	1485.253241301908
dutch	00224	male	495.35469427904263	1403.7719724460012
dutch	00230	female	549.5646353174603	1396.8303123015874
dutch	00234	male	475.61198028673834	1377.9643652329748
dutch	00235	male	518.4677789682539	1527.216646031746
dutch	00236	male	516.9624	1466.7491620320855
dutch	00237	male	459.8197281133482	1531.03327300522
dutch	00241	male	471.0815992823487	1377.2885411598406
dutch	00242	female	474.67649669603526	1350.2857127753305
dutch	00248	female	542.8995453045336	1646.455851911947
dutch	00252	male	455.85289922611037	1481.51271423284
dutch	00255	male	547.8956375987361	1604.8251786729859
dutch	00256	male	481.62902762762764	1453.5912196696697
dutch	00258	male	424.53940358306187	1617.1696720955483
dutch	00261	male	512.7485902777778	1639.3429319444444
dutch	00265	male	492.4342138769671	1508.4096822246065
dutch	00267	male	505.59490071022725	1597.838294744318
dutch	00268	female	577.7408513061652	1604.577285214211
dutch	00270	other	526.2579198802396	1653.0983013572854
dutch	00274	male	455.68906677018634	1496.1279461697723
dutch	00276	male	507.6190180392157	1553.3313378431374
dutch	00281	male	507.5829976388889	1406.49202625
dutch	00282	male	596.621048017149	1490.282719533762
dutch	00283	male	483.20280233333335	1561.8642913333333
dutch	00285	male	520.8916219512195	1451.4489013550135
dutch	00286	female	517.650730952381	1735.3950823809523
dutch	00289	male	476.1157875261604	1459.679535119406
dutch	00290	female	561.9859684587814	1689.462505017921
dutch	00291	male	519.3373033333334	1740.7052213333334
dutch	00294	male	524.2695410071942	1420.4764270983214
dutch	00295	male	509.26078168662673	1476.7524181636727
dutch	00296	male	690.7867730583695	1770.9225377231066
dutch	00297	male	441.5639916423712	1605.2081714285714
dutch	00300	male	474.8009479289941	1430.2033573745343
dutch	00304	female	587.436856974359	1506.0272303589743
dutch	00306	female	554.6249638888888	1823.8514444444445
dutch	00308	male	465.3782862275449	1458.696474251497
dutch	00309	male	492.6994773123909	1477.4315558464223
dutch	00310	male	474.60550196969695	1434.8952711363636
dutch	00312	male	457.6970569651741	1497.1583858706467
dutch	00313	male	519.0571666666667	1659.8074745098038
dutch	00317	male	466.15849493670885	1464.3745957805907
dutch	00318	male	517.5416723751274	1492.0764727828746
dutch	00320	male	567.9987509684685	1495.2764797447448
dutch	00321	female	560.9827031840796	1764.428555522388
dutch	00324	female	503.77081287878786	1690.4208742424241
dutch	00326	female	510.342948391014	1587.4652460534305
dutch	00328	male	507.3904550088653	1456.8487495124114
dutch	00329	male	557.4407199999999	1369.9524616666667
dutch	00337	female	610.356907070707	1571.799205050505
dutch	00340	male	455.2300325203252	1652.660268292683
dutch	00342	female	545.1334637086093	1529.8512205298014
dutch	00343	female	596.6335787174721	1706.5489645523544
dutch	00344	male	518.2648491820041	1438.8374746421268
dutch	00345	male	464.4972671906841	1477.6323362057253
dutch	00347	male	514.1733458113649	1440.4172229642647
dutch	00350	female	574.3187009497852	1680.494292814668
dutch	00352	male	545.8122491976086	1630.7046145846443
dutch	00359	male	475.12534271988176	1463.0864759053954
dutch	00361	male	623.7725296296296	1562.3236191358026
dutch	00362	male	447.08663199505867	1482.443656536957
dutch	00363	male	560.4506937888199	1536.8224110420979
dutch	00366	female	540.2084785562632	1587.2432731776362
dutch	00372	female	459.9335007513453	1597.5482249974616
dutch	00373	male	437.4841367965368	1444.9016796536796
dutch	00375	male	479.7727729903537	1576.1506673454805
dutch	00377	male	486.02002300029733	1523.204922970562
dutch	00378	male	465.7539313227728	1614.3968924587057
dutch	00379	male	503.8172933065596	1498.109543239625
dutch	00380	male	528.4106988304094	1567.5347122807018
dutch	00385	male	504.25351131687245	1593.2227333333333
dutch	00389	male	484.8763522727273	1428.9631397186147
dutch	00391	male	469.4664249322493	1418.4385471544715
dutch	00392	male	481.75499151271754	1488.2004442971888
dutch	00393	female	450.84971068249257	1465.294500395648
dutch	00398	male	444.1993295214923	1477.786209002433
dutch	00399	male	520.5974323082011	1459.5953165013227
dutch	00402	male	546.3364543859649	1458.6103381348107
dutch	00403	male	406.77247799861976	1558.60790084196
dutch	00406	female	525.7918502283105	1664.8273563926941
dutch	00409	male	745.0282777304965	1810.6047462411348
dutch	00411	male	602.756750112765	1574.062901172756
dutch	00414	male	540.0513850056883	1576.1522184982935
dutch	00415	male	455.51109156594146	1552.7718396454472
dutch	00419	male	488.4600891534391	1514.3438015873016
dutch	00423	male	557.8237874183006	1522.0841517973856
dutch	00424	female	560.209475490196	1453.4908862745099
dutch	00427	female	444.0559687735526	1581.9897736382322
dutch	00432	male	417.2544463768116	1422.2079306763285
dutch	00434	male	427.04467662037035	1479.6763148148148
dutch	00436	male	460.1698877059569	1467.4456187579215
dutch	00439	male	482.8111365914787	1454.1809373433584
dutch	00440	female	535.6853852459017	1589.5080327868852
dutch	00441	male	512.282460915493	1423.0342416666667
dutch	00444	female	536.4210646237101	1594.404411909556
dutch	00445	male	499.81606785714285	1497.3244596230159
dutch	00447	male	556.8249386453576	1656.9981957990867
dutch	00448	male	453.7542864869923	1576.9115361220288
dutch	00459	female	481.96716318082787	1462.6940023965142
dutch	00463	male	512.1425508032129	1546.5026521084337
dutch	00465	male	505.2197661616162	1494.6462571625345
dutch	00467	male	518.8322035714285	1489.439543452381
dutch	00468	male	453.2735098577971	1580.4498307785009
dutch	00469	female	570.6522591611479	1718.7268928256071
dutch	00471	female	538.5287635505193	1466.9932576487251
dutch	00472	male	449.2214977289377	1553.9409115018316
dutch	00477	male	526.9673584496124	1579.4371525581396
dutch	00478	male	543.7989465408805	1436.5254194968554
dutch	00482	male	464.5367538652638	1541.1976647815286
dutch	00483	female	515.9441895833334	1690.2687435833334
dutch	00485	male	447.6660189870578	1477.6099375093863
dutch	00486	male	554.746301111111	1520.12524
dutch	00487	male	454.4571540229885	1431.0316653256705
dutch	00488	male	480.0120368827161	1473.4975140432098
dutch	00490	male	488.577419969278	1664.1979211981568
dutch	00492	male	488.9923495614035	1611.785892982456
dutch	00496	male	449.78007644444443	1572.300476
dutch	00500	male	579.4488661016949	1473.4296629001883
dutch	00502	male	524.1305025193799	1422.2645015503876
dutch	00506	male	463.02288858447486	1569.110209589041
dutch	00507	male	499.26254501216545	1545.039919221411
dutch	00513	male	480.1247733794413	1564.0455635475996
dutch	00514	male	454.0186166666667	1422.3742216666667
dutch	00517	female	514.7470676666667	1665.4677868518518
dutch	00518	male	495.87218793294034	1463.6020258781625
dutch	00519	female	544.0020102150538	1653.4997505376343
dutch	00520	male	463.5496144927536	1220.5834826086957
dutch	00521	male	540.5158458333333	1470.357521474359
dutch	00522	male	470.76080336134453	1496.0624708683474
dutch	00524	male	499.81896276965904	1533.2715655532359
dutch	00526	female	521.8822937844973	1624.0484052955765
dutch	00527	male	490.92619020310633	1473.0371703703704
dutch	00531	male	589.8518892156862	1300.954337254902
dutch	00532	male	469.41811129943505	1499.7412757062148
dutch	00534	male	376.1792122093023	1523.8845410852714
dutch	00536	male	595.9805562801932	1567.810604468599
dutch	00537	male	478.86878256759314	1477.975833768198
dutch	00539	male	482.28029152019735	1478.6718728337958
dutch	00545	male	491.8084966408269	1504.3549237726097
dutch	00551	male	501.83968907178786	1334.917712665752
dutch	00554	male	518.6008050542636	1378.6183043410854
dutch	00555	male	440.8414147838215	1401.0869050209205
dutch	00556	male	509.4806635524798	1614.269223183391
dutch	00557	male	445.3535932183908	1429.8232461685823
dutch	00558	male	460.24781220796314	1570.5637155972358
dutch	00562	male	469.0520782161235	1523.0478273870783
dutch	00563	male	467.518892039801	1667.9648522388059
dutch	00564	female	576.5803214492754	1553.4554527536231
dutch	00565	male	486.48942683044316	1522.6722197495183
dutch	00568	male	557.8640781914894	1499.2096418144208
dutch	00569	male	529.8499628571428	1478.111006095238
dutch	00575	male	406.4590267857143	1706.76659375
dutch	00576	male	436.46659166666666	1515.2287444264068
dutch	00580	male	470.50238523764557	1448.9015923355366
dutch	00582	male	431.6576306763285	1673.7774852657005
dutch	00583	female	563.4289093150685	1614.5070228310503
dutch	00585	female	517.8527768101322	1447.7816174848688
dutch	00588	male	485.1145766716943	1401.9014766716944
dutch	00591	female	447.26132894736844	1435.2199129385965
dutch	00592	male	467.6058306666667	1447.6193205333334
dutch	00596	male	453.8999999772002	1532.7140928180575
dutch	00599	male	560.8212908045977	1466.8385609195402
dutch	00602	male	504.05683623188406	1402.2714324275362
dutch	00603	male	514.4519802884615	1408.2488291666666
dutch	00604	male	515.8911310012837	1427.6981574775352
dutch	00611	female	592.6855782118972	1714.5991476592749
dutch	00612	male	534.9889458333333	2302.0394499999998
dutch	00619	male	518.1066573170732	1537.7055325203253
dutch	00620	female	560.4298692307692	1762.0099948717948
dutch	00621	male	528.5386560464078	1685.799924453369
dutch	00622	male	548.4998153046595	1511.2481757060932
dutch	00623	female	599.590582946915	1768.6877784492588
dutch	00624	male	479.15507860696516	1560.7790800995024
dutch	00626	male	496.8898217391304	1563.4369371014493
dutch	00628	male	493.4517308268511	1509.3310454768077
dutch	00629	male	463.46038263665594	1439.8432508038586
dutch	00632	male	425.67843603271984	1553.3802005725972
dutch	00634	male	480.01541276127614	1438.1569113311332
dutch	00636	male	507.3673721189591	1578.8888936802973
dutch	00638	male	564.3831806418219	1580.7266457556937
dutch	00639	female	506.2975369863014	1579.8148529680366
dutch	00640	male	514.2716355038759	1437.204791007752
dutch	00641	male	494.2851271973466	1498.317348756219
dutch	00644	male	393.90666082862526	1431.6144879472693
dutch	00645	male	479.84977996031745	1524.8089630952381
dutch	00647	male	442.2649071969697	1460.8014039772727
dutch	00650	female	542.3831932896891	1485.3576877795963
dutch	00655	male	405.5627103508772	1614.5987301754385
dutch	00658	female	513.3159210290828	1570.5956845637584
dutch	00664	male	482.2032250909091	1438.4158673939394
dutch	00665	male	518.3451883077638	1483.636731516349
dutch	00667	male	399.3089909587793	1450.6387521597208
dutch	00671	male	460.57757974137934	1595.6645038793104
dutch	00674	male	549.8246579427083	1509.3251619791668
dutch	00675	male	459.1828175736961	1598.7347905895692
dutch	00676	male	467.16418123149793	1255.5013375962108
dutch	00680	male	440.0011134556575	1446.9961217125383
dutch	00682	male	480.3275768198395	1570.3523396936544
dutch	00684	male	548.6846411835749	1410.019818236715
dutch	00685	female	593.442280952381	1845.4027785714286
dutch	00686	male	449.4192312211221	1555.7224464026403
dutch	00688	male	454.44046556208804	1436.5462236415465
dutch	00689	male	432.21906952380954	1526.9311809523808
dutch	00691	female	525.6447878787878	1704.8640141414141
dutch	00693	male	506.11094199650296	1448.3551509426165
dutch	00696	female	484.17294203672003	1421.7122799113886
dutch	00697	male	470.0120773553719	1570.7228519008265
dutch	00702	female	512.9404571428571	1502.5084161904763
dutch	00704	male	581.3879836345382	1504.036290562249
dutch	00705	female	576.1775765432099	1642.961037654321
dutch	00708	female	530.6531183098591	1653.9612154929578
dutch	00711	male	521.1040090909091	1612.375512987013
dutch	00715	male	489.641554832234	1535.3631039957938
dutch	00718	female	503.8401319283879	1657.8558139183258
dutch	00722	male	508.2680923566879	1399.0400605095542
dutch	00726	male	472.26868582802547	1425.9776933651804
dutch	00728	male	481.9900287698413	1447.345144047619
dutch	00732	male	484.45909702834797	1517.5081054545456
dutch	00733	male	459.33278316831684	1392.4383336633664
dutch	00734	male	539.6354090098126	1454.96579455843
dutch	00737	male	516.8051226299694	1593.0746259938837
dutch	00738	female	588.3862828125	1702.5972807291666
dutch	00740	female	522.114139720035	1695.6786406240888
dutch	00741	male	584.3272904371585	1605.7762387978141
dutch	00746	male	449.06112123015873	1432.247674404762
dutch	00747	male	469.1216925252525	1417.198128148148
dutch	00753	male	494.97683445190154	1553.1069680089486
dutch	00754	male	479.9800315972222	1479.5108977083332
dutch	00755	male	495.12491358208956	1603.427517363184
dutch	00757	male	505.93987606100796	1604.8686897214855
dutch	00759	female	537.2422489898989	1134.5564414141413
dutch	00760	male	485.87492424242424	1755.7305666666666
dutch	00765	female	503.12169047619045	1570.0097861904762
dutch	00767	male	459.276928320802	1447.926537092732
dutch	00768	male	458.96217926689576	1471.22251580756
dutch	00770	male	465.4606854320988	1407.0609997530864
dutch	00772	male	504.7796408888889	1491.429496888889
dutch	00773	male	509.3246748603352	1511.2746197392923
dutch	00774	male	523.8878632798574	1507.0287802139037
dutch	00775	male	520.7616708333334	1384.7233708333333
dutch	00777	male	513.5324604810996	1629.318703694158
dutch	00779	male	499.1368463934426	1493.8405556284154
dutch	00781	female	562.8796495049505	1731.8870300330034
dutch	00782	male	434.16785528455284	1391.9573932249323
dutch	00785	male	461.4954427536232	1376.9384586956521
dutch	00786	male	512.8622344413666	1608.7749495844876
dutch	00791	male	617.4650709855184	1716.0820106113033
dutch	00797	male	569.8459465737515	1440.6264588850174
dutch	00798	male	533.797183157153	1479.340860324172
dutch	00804	male	482.88161891891895	1337.127923873874
dutch	00805	male	411.8962662235352	1497.321931166913
dutch	00808	male	549.3841689768977	1510.6439673267328
dutch	00812	male	390.3583403508772	1661.0429719298245
dutch	00816	male	497.811039978678	1617.0539875621891
dutch	00821	male	488.545856640625	1365.3824790364583
dutch	00822	male	438.35550169971674	1566.8052168083098
dutch	00823	male	529.9379671717172	1778.6415717171717
dutch	00824	male	368.2701461988304	1471.255754385965
dutch	00828	male	547.4584144230769	1675.9274528846154
dutch	00835	female	630.6561504640371	1707.5695571925753
dutch	00837	male	536.5896274061203	1502.331718698716
dutch	00840	male	502.560816	1399.9353757333333
dutch	00841	male	506.638715018315	1539.7649332356532
dutch	00842	male	539.3737837735849	1457.0540667924529
dutch	00844	male	438.6951417486339	1447.849373989071
dutch	00849	other	490.6496354166667	1486.9495583333332
dutch	00850	male	541.1168226775957	1491.9695510928962
dutch	00854	female	648.6278823922283	1509.3587445658773
dutch	00857	female	539.9846448037947	1699.6627907287625
dutch	00858	male	528.0651472949389	1517.8208979057592
dutch	00859	male	544.8081477564102	1514.136245940171
dutch	00862	male	471.8311166666667	1496.7781143333334
dutch	00863	female	619.8557306666667	1599.6799277333332
dutch	00866	male	521.8856057692308	1543.1074224358974
dutch	00867	male	487.8586260981912	1455.326742894057
dutch	00870	male	533.2359161458334	1621.6483838541667
dutch	00877	male	473.03921854636593	1481.094339348371
dutch	00882	male	393.708559	1419.536348
dutch	00883	male	495.62409505420055	1440.2146364950315
dutch	00893	male	546.0412929487179	1424.3443913461538
dutch	00894	male	460.11116904761906	1522.6826021164022
dutch	00895	male	409.45348	1408.0033822222222
dutch	00896	male	482.48691653645835	1490.3477617838541
dutch	00897	male	473.1365666666667	1448.118074908425
dutch	00901	male	465.47285963963964	1316.0582966666666
dutch	00904	female	584.089600406504	1715.9511455284553
dutch	00912	male	489.4234586589848	1498.411459901891
dutch	00915	male	499.7634744430521	1533.7417328668894
dutch	00916	male	405.4837293814433	1433.3913116838487
dutch	00920	male	512.1199326039388	1573.4198944711889
dutch	00922	female	525.6645790445168	1724.732621932682
dutch	00924	female	539.5715442664418	1578.399356970208
dutch	00929	male	501.887789572934	1511.5949630892956
dutch	00935	male	463.1140349685535	1627.5234058490566
dutch	00936	male	496.0375004419192	1311.8128613636363
dutch	00939	male	527.1059563380281	1253.233845539906
dutch	00940	male	573.8142761616161	1461.2970676767677
dutch	00942	male	437.5592437627812	1489.4816877300614
dutch	00943	male	503.52120429292927	1547.8823356060607
dutch	00945	male	531.6169103174603	1457.0874996031746
dutch	00948	male	486.97564958896845	1533.816999496155
dutch	00953	male	431.3022214521452	1413.2636726072608
dutch	00954	male	426.1578318007663	1467.7087942528735
dutch	00959	female	559.2031012987013	1739.4867385281384
dutch	00960	male	491.24076906318084	1600.5289044299202
dutch	00965	male	438.09204210526315	1486.0100219298245
dutch	00967	male	482.2825625729167	1413.4965141024306
dutch	00970	other	510.30306175298807	1496.4309596281541
dutch	00973	male	472.2761102966841	1526.2025727748692
dutch	00974	male	480.3646177293065	1280.379346085011
dutch	00977	male	417.52622046783625	1397.328480116959
dutch	00978	male	495.9095031283711	1496.5401798274002
dutch	00982	male	520.5419435515873	1429.1777624007937
dutch	00986	male	664.183136036036	1578.9353378378378
dutch	00987	female	527.2690062209842	1694.045543454039
dutch	00988	male	503.1811178361097	1501.8791610466094
dutch	00989	male	500.77874	1315.7720983333334
dutch	00990	male	461.06531787504474	1516.0871217687074
dutch	00993	male	482.92762339181286	1519.6834020467836
dutch	00997	male	523.1804876658861	1378.808774629196
dutch	00998	other	452.6591210526316	1473.3120988304092
dutch	00999	male	436.26685197925195	1406.5616135135135
dutch	01005	male	389.3181955882353	1592.6969450980391
dutch	01006	male	478.0841762391574	1485.0402449194548
dutch	01007	male	448.14287916666666	1319.7556921875
dutch	01008	male	484.6650476923077	1511.6357497435897
dutch	01010	male	474.77427840236686	1514.9276518737672
dutch	01011	female	563.2412118232687	1773.6638625172588
dutch	01012	female	644.0219652448657	1592.9695842022118
dutch	01014	male	499.3132996625422	1519.6802257217848
dutch	01015	male	594.0310725623583	1490.837260090703
dutch	01016	male	432.2345167728238	1482.5971544939844
dutch	01017	female	537.9525058394161	1513.689888321168
dutch	01020	male	448.61608152173915	1501.1503423913043
dutch	01021	male	361.40622019774014	1515.7645641242939
dutch	01029	male	580.3244006236358	1541.9998788899284
dutch	01031	female	523.2601860215053	1636.4496215053764
dutch	01032	female	476.73931811414394	1637.418047559967
dutch	01033	male	452.8184732060799	1429.3303587486744
dutch	01035	male	529.0453090534979	1625.7140716049382
dutch	01038	female	470.1179775051125	1619.2173203817315
dutch	01039	male	463.68528716346157	1536.2481766666667
dutch	01041	male	495.4715606425703	1540.596627309237
dutch	01042	male	544.2769419902912	1493.687182605178
dutch	01043	female	590.2693738095238	1754.34435
dutch	01045	male	522.4527272727273	1636.8599491118077
dutch	01047	male	484.9383829433177	1479.8203879355174
dutch	01049	male	489.0769572544184	1517.4046613645705
dutch	01053	male	504.62967579462105	1537.0583925563706
dutch	01055	female	526.6187721579961	1726.699850433526
dutch	01062	male	464.76775235849055	1474.9683001572328
dutch	01067	male	618.3386519468186	1461.0689627730294
dutch	01068	male	487.56988585699264	1452.4904921135646
dutch	01069	female	527.5950165430506	1633.0170729227132
dutch	01070	male	486.1779168688054	1461.6611147235265
dutch	01071	male	611.2544112332113	1639.9105642246643
dutch	01073	male	600.2574508130082	1549.6641800813009
dutch	01074	male	451.00686935064937	1548.8065719851577
dutch	01076	male	523.1568256794476	1499.302373057147
dutch	01077	male	379.12439741935486	1305.6271294623657
dutch	01081	male	532.6417033613445	1550.5564028011204
dutch	01085	male	491.2931640967498	1411.2712321995464
dutch	01090	male	469.43405802005014	1464.9411160401003
dutch	01096	male	509.64576940151727	1512.098363426056
dutch	01100	male	486.87826280701756	1497.3944968421054
dutch	01102	male	573.1035520938024	1509.8985936348408
dutch	01103	male	452.664777688172	1363.812605107527
dutch	01107	female	458.64328806060604	1715.5402377575758
dutch	01108	male	421.42686240310076	1528.780956007752
dutch	01113	male	520.9952013888889	1400.5234997685186
dutch	01115	male	469.378011971831	1490.7915828638497
dutch	01117	male	536.8243892018779	1415.861841381623
dutch	01118	male	502.49138779761904	1682.5157702380952
dutch	01121	male	445.7397302891933	1547.4608216133943
dutch	01123	male	429.8153770551039	1375.2138841915087
dutch	01126	male	442.3710742913001	1460.8749023460412
dutch	01133	male	463.9195944144144	1596.3185963963965
dutch	01134	female	452.24814380472594	1026.0257019791293
dutch	01135	male	484.77639101123594	1413.927754681648
dutch	01136	female	556.038143030303	1587.5564121212121
dutch	01137	male	475.79849959349593	1358.67196300813
dutch	01145	male	446.82658995169083	1348.6884925603865
dutch	01146	male	412.0992781028369	1546.9278290780142
dutch	01149	male	539.7378227824463	1582.075764239029
dutch	01151	male	446.2949632478632	1472.6347574074075
dutch	01152	male	507.2583384271046	1444.1118286107028
dutch	01153	male	428.852885440613	1530.6196927203066
dutch	01155	male	495.98952623561513	1468.942336330921
dutch	01156	male	502.20757724982	1616.5287238300937
dutch	01157	male	463.41157189542486	1348.702868627451
dutch	01159	male	422.6264488483268	1537.3545117774881
dutch	01162	male	561.0130207843138	1407.7777196078432
dutch	01165	male	500.1878878612717	1517.8496132947978
dutch	01166	male	467.6277840062112	1336.4417997412008
dutch	01169	male	510.6649161873559	1537.4548225094043
dutch	01170	male	467.80980458781363	1441.2804244444444
dutch	01171	male	554.1447788113695	1546.4518031007751
dutch	01173	male	515.4888947454843	1474.3998599343186
dutch	01174	male	490.5167371919585	1525.9997560635538
dutch	01175	female	531.530344047619	1544.753844047619
dutch	01176	male	468.6186025510204	1274.0212017006802
dutch	01181	male	460.5824034267913	1492.43283894081
dutch	01184	male	583.431905376344	1546.2187459139784
dutch	01193	male	491.30597627210886	1385.2882685442178
dutch	01195	female	520.6678418181818	1420.914830530303
dutch	01196	male	430.6907883195405	1611.5276326455805
dutch	01197	female	516.389338405797	1615.732106521739
dutch	01200	male	509.8448030952381	1729.0885583333334
dutch	01201	male	542.0805955555555	1562.8356622222223
dutch	01206	male	531.9895848116464	1495.9036051628395
dutch	01210	male	419.80187575180815	1474.5361944930846
dutch	01212	female	549.776917593328	1366.2316658922425
dutch	01214	male	533.1692545858585	1570.585987939394
dutch	01216	male	455.4512730639731	1521.3937037037037
dutch	01217	male	507.57648092243187	1634.8832238993712
dutch	01219	male	556.963548872549	1440.2126471568627
dutch	01221	male	454.52962707482993	1501.454376122449
dutch	01222	male	532.6045671848013	1588.8844171675303
dutch	01223	male	459.71215799319725	1615.1081855442176
dutch	01226	male	493.4951082148499	1601.6224383096367
dutch	01230	male	466.27039520412205	1383.3828923900119
dutch	01232	male	545.2212321406151	1537.7332963029041
dutch	01233	male	498.2714266666667	1247.7518266666666
dutch	01236	male	562.3836651629073	1220.8380857142856
dutch	01237	female	556.8210803763441	1710.7086809139785
dutch	01239	male	420.4950924679487	1420.7523221153847
dutch	01240	male	657.645282730197	1711.3883934258142
dutch	01243	female	575.95445	1645.0676722222222
dutch	01246	male	488.4571175438596	1487.8559058479532
dutch	01248	female	575.4527796570177	1476.5903742257617
dutch	01251	female	559.5077643471918	1525.2386421006565
dutch	01252	male	541.7473778137652	1417.833129554656
dutch	01256	male	544.4502541666667	1434.4217229166666
dutch	01260	male	496.7096426356589	1539.6855837209303
dutch	01262	male	464.427025	1470.9621796666668
dutch	01263	male	524.7773383767535	1539.7348124582497
dutch	01264	male	566.790625594251	1518.0440162520729
dutch	01266	female	551.7409561904761	1264.3817247619047
dutch	01267	female	515.1238745516462	1609.821433882338
dutch	01268	male	566.795732051282	1503.3464019230769
dutch	01271	male	461.84603265306123	1388.1596665816326
dutch	01273	male	570.9450209219858	1511.3086921985816
dutch	01275	male	556.80843955388	1470.7967929469055
dutch	01276	male	462.8772888639761	1580.8592689461884
dutch	01278	female	487.97194119496857	1700.192113836478
dutch	01281	female	529.8089255208333	1636.13712109375
dutch	01282	male	556.7146557021997	1639.456047715736
dutch	01284	male	483.8184905660377	1502.005479350105
dutch	01285	male	463.974723263225	1428.9555203314212
